Index,Digi-Key Part #,Manufacturer Part Number,Description,Customer Reference,Quantity,Backorder,Unit Price,Extended Price
1,Q1185-ND,QFWB-65-12-US01,AC/DC WALL MOUNT ADAPTER 12V 60W,,1,0,$25.27000,$25.27
,,,,,,,Subtotal,$25.27
