Index,Digi-Key Part #,Manufacturer Part Number,Description,Customer Reference,Quantity,Backorder,Unit Price,Extended Price
1,788-1091-ND,4006-020,IC CURRENT REGULATOR MODULE,,2,0,$3.97000,$7.94
,,,,,,,Subtotal,$7.94
